Goal_Position_X, Goal_Position_Y, Goal_Position_Z, Effector_Position_X, Effector_Position_Y, Effector_Position_Z
-92.24763445103297, 45.818925545985856, 7.0, -85.11595027883669, 36.91182797305225, 6.641780780644152
-92.15581216582548, 46.003329054070555, 7.0, -85.01305971983649, 37.02719113909018, 6.648327332122479
-92.0636212574922, 46.187548548900374, 7.0, -84.91003653131624, 37.14212122245063, 6.6549076900484065
-91.97106209479665, 46.37158329359758, 7.0, -84.80688256073387, 37.256618685727915, 6.661521600843239
-91.87813504797535, 46.55543255202345, 7.0, -84.70359964550282, 37.3706840009572, 6.668168811319146
-91.78484048873636, 46.739095588781176, 7.0, -84.60018961300568, 37.48431764947546, 6.674849068695232
-91.69117879025778, 46.92257166921886, 7.0, -84.49665428054449, 37.5975201218284, 6.681562120607349
-91.59715032718631, 47.105860059432445, 7.0, -84.39299545533038, 37.710291917656235, 6.688307715124617
-91.50275547563565, 47.28896002626859, 7.0, -84.28921493449681, 37.82263354555754, 6.695085600762921
-91.40799461318511, 47.47187083732769, 7.0, -84.18531450504719, 37.934545523001674, 6.701895526494746
-91.31286811887797, 47.65459176096673, 7.0, -84.08129594387961, 38.046028376191515, 6.708737241765675
-91.21737637322012, 47.837122066302264, 7.0, -83.97716101774326, 38.1570826399713, 6.715610496503774
-91.12151975817841, 48.01946102321332, 7.0, -83.87291148325494, 38.26770885769756, 6.7225150411352095
-91.02529865717915, 48.20160790234431, 7.0, -83.76854908686772, 38.37790758114052, 6.729450626593693
-90.92871345510662, 48.38356197510796, 7.0, -83.66407556489756, 38.48767937034873, 6.736417004334934
-90.83176453830151, 48.565322513688216, 7.0, -83.55949264345902, 38.597024793576445, 6.743413926345169
-90.73445229455936, 48.746888791043176, 7.0, -83.4548020385355, 38.705944427123654, 6.750441145158278
-90.63677711312903, 48.92826008090796, 7.0, -83.35000545590555, 38.81443885526626, 6.7574984138605245
-90.53873938471106, 49.10943565779766, 7.0, -83.24510459117135, 38.92250867013162, 6.764585486107263
-90.4403395014563, 49.290414797010214, 7.0, -83.14010112977304, 39.03015447157229, 6.771702116132303
-90.34157785696411, 49.4711967746293, 7.0, -83.03499674693356, 39.13737686709305, 6.778848058756439
-90.24245484628094, 49.65178086752724, 7.0, -82.92979310773589, 39.24417647169312, 6.78602306940377
-90.14297086589873, 49.832166353367924, 7.0, -82.82449186702323, 39.350553907819965, 6.793226904104038
-90.04312631375322, 50.01235251060964, 7.0, -82.71909466952616, 39.45650980518387, 6.800459319513663
-89.94292158922252, 50.19233861850798, 7.0, -82.6136031497271, 39.56204480073265, 6.807720072913188
-89.8423570931254, 50.37212395711878, 7.0, -82.50801893198037, 39.66715953848032, 6.815008922230182
-89.74143322771968, 50.551707807300915, 7.0, -82.4023436304503, 39.771854669432244, 6.82232562603874
-89.64015039670073, 50.731089450719224, 7.0, -82.29657884913544, 39.8761308514734, 6.82966994357482
-89.53850900519969, 50.91026816984736, 7.0, -82.19072618186853, 39.97998874926631, 6.837041634743664
-89.43650945978202, 51.089243247970714, 7.0, -82.08478721234441, 40.08342903413231, 6.8444404601301425
-89.33415216844577, 51.268013969189184, 7.0, -81.97876351409874, 40.18645238396361, 6.8518661810058274
-89.23143754061994, 51.44657961842014, 7.0, -81.87265665053437, 40.289059483112176, 6.859318559340106
-89.12836598716294, 51.624939481401206, 7.0, -81.76646817493254, 40.39125102228331, 6.8667973578076715
-89.02493792036081, 51.80309284469319, 7.0, -81.66019963044404, 40.49302769844566, 6.874302339796771
